cluster_id	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	comparison
Dpp4 Fibroblasts	ENSMUSG00000045763.Basp1	5.36691349553801e-15	0.558756701665828	0.595	0.494	1.74837940944142e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000006360.Crip1	1.3153763099555e-14	0.377812790037052	0.952	0.945	4.28510140494204e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000035184.Fam124a	1.31857679141143e-14	1.12708640733364	0.129	0.055	4.29552761338101e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000020893.Per1	1.35519891319608e-14	0.832346653954589	0.259	0.156	4.41483149951886e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000053907.Mat2a	1.38072542800409e-14	-0.403868895696095	0.658	0.736	4.49798922680891e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000031355.Arhgap6	1.44563659552895e-14	-0.512679787046498	0.568	0.675	4.70945033725465e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000062210.Tnfaip8	1.57977745042528e-14	-0.527375472565277	0.283	0.407	5.14644100025045e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000039257.Vstm2b	1.63866972857486e-14	-0.784381998950946	0.15	0.249	5.33829437477833e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000028081.Rps3a1	1.79170177110682e-14	-0.170478194797099	0.994	0.988	5.83682685973469e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000012848.Rps5	2.26176251471809e-14	-0.207328338291055	0.995	0.986	7.36814374419712e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000008682.Rpl10	2.48315033841112e-14	-0.200057555843258	0.99	0.981	8.0893588574419e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000047215.Rpl9	2.54192860175206e-14	-0.154884309536004	0.994	0.99	8.2808408059277e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000026473.Glul	3.01767765693987e-14	0.67160392320519	0.653	0.604	9.83068850301301e-10	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000038502.Ptov1	3.27469474590847e-14	-0.390596706466392	0.567	0.653	1.0667973073746e-09	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000032265.Tent5a	3.31065972719048e-14	0.763352073213649	0.413	0.304	1.07851361932684e-09	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000007872.Id3	3.45941190154404e-14	-0.327847761258652	0.807	0.855	1.126972615166e-09	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000070436.Serpinh1	4.00116473422921e-14	0.200353276981655	0.941	0.946	1.30345943546985e-09	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000079641.Rpl39	4.48253148550634e-14	0.199985159095739	0.998	0.988	1.4602742820334e-09	Dpp4 Fibroblasts	TCRM vs LMC
Dpp4 Fibroblasts	ENSMUSG00000041841.Rpl37	5.10839684653561e-14	0.192854353599443	0.998	0.99	1.66416244069591e-09	Dpp4 Fibroblasts	TCRM vs LMC
